player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,cal_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,injury_context_source,injury_report_fetched_at_utc,expected_lineup_status,official_lineup_status,lineup_source,lineup_last_updated_utc
Jarrett Allen,9,CLE,DET,False,21709241,,pts,11.5,fanduel,-130,-102,0.5281576830249397,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.5918947621768594,-145.0,145.0,0.06373707915191973,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,6.5,fanduel,-900,490,0.8415213946117275,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.8721568404833913,-682.0,682.0,0.03063544587166378,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,7.5,fanduel,-550,350,0.792,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.8338143538855092,-502.0,502.0,0.04181435388550914,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,8.5,fanduel,-350,240,0.7256097560975611,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.7887342793040438,-373.0,373.0,0.06312452320648276,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,9.5,fanduel,-235,178,0.6610340989578064,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.7253805545425468,-264.0,264.0,0.06434645558474039,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,11.5,fanduel,-130,-102,0.5281576830249397,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.5918947621768594,-145.0,145.0,0.06373707915191973,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,12.5,fanduel,104,-138,0.4581151832460733,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.5189524234268867,-108.0,108.0,0.060837240180813434,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,13.5,fanduel,136,-182,0.39633460760062966,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.43972651088369047,127.0,-127.0,0.043391903283060806,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,15.5,fanduel,230,-330,0.28308097432521395,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.31878154028459466,214.0,-214.0,0.0357005659593807,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,14.5,fanduel,178,-245,0.3362245395185654,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.37771808780483523,165.0,-165.0,0.04149354828626983,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,10.5,fanduel,-174,130,0.5935924058142985,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.6620182116397353,-196.0,196.0,0.06842580582543678,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
Jarrett Allen,9,CLE,DET,False,21709241,,pts,11.5,fliff,-140,-105,0.5324675324675324,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,role_aware_pmf_cal_v1,core,derived_from_projected_minutes,27.636257872382785,29.950777308991107,0.050000000000000044,13.02290426705542,13,13,0.009463316561160002,0.9905366834388398,0.9857200858600413,0.9761187537472952,0.9587767234504835,0.9350328857847168,0.9096724051172397,0.8721568404833913,0.8338143538855091,0.7887342793040437,0.7253805545425468,0.6620182116397353,0.5918947621768593,0.5189524234268867,0.43972651088369047,0.37771808780483523,0.3187815402845946,0.26225867329139707,0.21569465562124385,0.16349212239659053,0.12697948985117397,0.5918947621768594,-145.0,145.0,0.05942722970932701,morning,2026-05-17T15:55:52Z,4afff0aa#phase10c,acadc54a-a409-44a4-9272-75ad61c2e146,ok,0.0,high,full,current_phase8,fallback_used,projected,derived_from_projected_minutes,bdl_plus_nba_official,2026-05-17T15:55:02Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-17T15:54:46Z
